company,country,sector
Autobank AG (AW2),Germany,Investing/Securities Companies
Autobank AG (AW2),Austria,Investing/Securities Companies
Autoriders Finance Ltd. (500030),India,Investing/Securities Companies
Available Finance Ltd. (531310),India,Investing/Securities Companies
Avalle Ahorro S.A. (S0300),Spain,Investing/Securities Companies
Avalo Cartera S.A. (S0454),Spain,Investing/Securities Companies
Avanza Bank Holding AB (AZA),Sweden,Investing/Securities Companies
Avarae Global Coins PLC (AVR),United Kingdom,Investing/Securities Companies
Aveja Inversiones S.A. (S0302),Spain,Investing/Securities Companies
Aventus Retail Property Fund (AVN),Australia,Investing/Securities Companies
Avenue de Beaulieu-Immo Beaulieu (BEAB),Belgium,Investing/Securities Companies
Avenue Income Credit Strategies Fund (ACP),United States,Investing/Securities Companies
Averrejit S.A. (S1995),Spain,Investing/Securities Companies
Aves One AG (BHEK),Germany,Investing/Securities Companies
Avia Inversiones S.A. (S0303),Spain,Investing/Securities Companies
AVIC International Maritime Holdings Ltd. (O2I),Singapore,Investing/Securities Companies
Avilugam S.A. (S0306),Spain,Investing/Securities Companies
Avolatil S.A. (S0304),Spain,Investing/Securities Companies
Avondale S.A. (S0305),Spain,Investing/Securities Companies
Avonmore Capital & Management Services Ltd. (511589),India,Investing/Securities Companies
Avoriaz Inversiones S.A. (S0307),Spain,Investing/Securities Companies
Avrasya Gayrimenkul Yatirim Ortakligi A.S. (AVGYO),Turkey,Investing/Securities Companies
Avrasya Petrol ve Turistik Tesisler Yatirimlar A.S. (AVTUR),Turkey,Investing/Securities Companies
AXA Property Trust Ltd. (APT),United Kingdom,Investing/Securities Companies
Axactor AB (AXA),Norway,Investing/Securities Companies
Axactor AB (T9MA),Germany,Investing/Securities Companies
Axiologix Inc. (AXLX),United States,Investing/Securities Companies
Axiom European Financial Debt Fund Ltd. (AXI),United Kingdom,Investing/Securities Companies
Axis Auto Finance Inc. (AXS),Canada,Investing/Securities Companies
Ayedo de Inversiones S.A. (S3108),Spain,Investing/Securities Companies
Aynasa S.A. (S2006),Spain,Investing/Securities Companies
Ayora Participaciones S.A. (S3109),Spain,Investing/Securities Companies
Ayubowan Capital Ltd. (AYB.H),Canada,Investing/Securities Companies
Azagra Inversiones S.A. (S3111),Spain,Investing/Securities Companies
Azahar Orange Inversiones S.A. (S0308),Spain,Investing/Securities Companies
Azimut 360 S.A. (S3506),Spain,Investing/Securities Companies
Azimut Holding S.p.A. (AZIHF),United States,Investing/Securities Companies
Azimut Holding S.p.A. (HDB),Germany,Investing/Securities Companies
Azimut Holding S.p.A. (0MHJ),United Kingdom,Investing/Securities Companies
Azimut Holding S.p.A. (AZM),Italy,Investing/Securities Companies
Azimut Holding S.p.A. ADR (AZIHY),United States,Investing/Securities Companies
Azkaran Inversiones S.A. (S3230),Spain,Investing/Securities Companies
Azol Futuro S.A. (S3471),Spain,Investing/Securities Companies
Azorin Inversiones S.A. (S0309),Spain,Investing/Securities Companies
Azsevi Inversiones S.A. (S0310),Spain,Investing/Securities Companies
Azverca de Inversiones S.A. (S3033),Spain,Investing/Securities Companies
B&B de Valores S.A. (S0312),Spain,Investing/Securities Companies
B. Gaon Holdings Ltd. (GAON),Israel,Investing/Securities Companies
B.P. Capital Ltd. (536965),India,Investing/Securities Companies
B.P. Marsh & Partners PLC (BPM),United Kingdom,Investing/Securities Companies
B2Holding ASA (B2H),Norway,Investing/Securities Companies
B2Holding ASA NOK (B2Ho),Sweden,Investing/Securities Companies
Baader Bank AG (BWB),United States,Investing/Securities Companies
Babuta Invest S.A. (S1009),Spain,Investing/Securities Companies
Bacesa de Inversiones S.A. (S0476),Spain,Investing/Securities Companies
Bachimana 2007 Inverisones S.A. (S3256),Spain,Investing/Securities Companies
BACIT Ltd. (BACT),United Kingdom,Investing/Securities Companies
Bacoara 21 S.A. (S1010),Spain,Investing/Securities Companies
Badaro No. 19 Ship Investment Co. Ltd. (155900),South Korea,Investing/Securities Companies
Bagal Cartera S.A. (S0477),Spain,Investing/Securities Companies
Bagheera Capital S.A. (S0382),Spain,Investing/Securities Companies
Baid Leasing & Finance Co. Ltd. (511724),India,Investing/Securities Companies
Baillie Gifford Japan Trust PLC (BGFD),United Kingdom,Investing/Securities Companies
Baillie Gifford Shin Nippon PLC (BGS),United Kingdom,Investing/Securities Companies
Bajaj Finance Ltd. (500034),India,Investing/Securities Companies
Bajaj Finserv Ltd. (EQBAJAJFINSV),India,Investing/Securities Companies
Bajomir de Inversiones S.A. (S0318),Spain,Investing/Securities Companies
Baker Steel Resources Trust Ltd. (BSRT),United Kingdom,Investing/Securities Companies
Bala Techno Global Ltd. (511395),India,Investing/Securities Companies
Balaguer 98 de Inversiones S.A. (S0321),Spain,Investing/Securities Companies
Balaitus Inversiones S.A. (S0319),Spain,Investing/Securities Companies
EnCana Corp. (PCD1),Germany,Fossil Fuels Companies
Enduro Royalty Trust (NDRO),United States,Fossil Fuels Companies
Enerflex Ltd. (EFX),Canada,Fossil Fuels Companies
Enerflex Ltd. (ENRFF),United States,Fossil Fuels Companies
Energen Corp. (EGN),United States,Fossil Fuels Companies
Energi Mega Persada (ENRG),Indonesia,Fossil Fuels Companies
Energulf Resources Inc. (EKS),Germany,Fossil Fuels Companies
Energulf Resources Inc. (ENG),Canada,Fossil Fuels Companies
Energy Finders Inc. (EGYF),United States,Fossil Fuels Companies
Energy Holdings International Inc. (EGYH),United States,Fossil Fuels Companies
Energy House Holding Co. KSC (ENERGYH),Kuwait,Fossil Fuels Companies
Energy Transfer Equity L.P. (48E),Germany,Fossil Fuels Companies
Energy Transfer Equity L.P. (ETE),United States,Fossil Fuels Companies
Energy Transfer Partners L.P. (4ETA),Germany,Fossil Fuels Companies
Energy Transfer Partners L.P. (ETP),United States,Fossil Fuels Companies
Energy XXI Ltd. (5E3B),Germany,Fossil Fuels Companies
Energy XXI Ltd. (EXXIQ),United States,Fossil Fuels Companies
Energy XXI Ltd. 5.625%-6.125% Conv. Perp. Pfd. (EXIXQ),United States,Fossil Fuels Companies
EnergyTek Corp. (ENTK),United States,Fossil Fuels Companies
EnerJex Resources Inc. (ENRJ),United States,Fossil Fuels Companies
Enerlabs Inc. (ENLB),United States,Fossil Fuels Companies
Enerplus Corp. (ERF),United States,Fossil Fuels Companies
Enerplus Corp. (E17),Germany,Fossil Fuels Companies
Enerplus Corp. (ERF),Canada,Fossil Fuels Companies
Enhanced Oil & Gas Recovery Ltd. (EOR),Australia,Fossil Fuels Companies
ENI S.p.A. (EIPAF),United States,Fossil Fuels Companies
ENI S.p.A. (ENI),Netherlands,Fossil Fuels Companies
ENI S.p.A. (ENI),United States,Fossil Fuels Companies
ENI S.p.A. (ENI),Italy,Fossil Fuels Companies
ENI S.p.A. ADR (E),United States,Fossil Fuels Companies
ENI S.p.A. ADR (EN),Mexico,Fossil Fuels Companies
EnLink Midstream LLC (ENLC),United States,Fossil Fuels Companies
EnLink Midstream Partners L.P. (ENLK),United States,Fossil Fuels Companies
EnQuest PLC (ENQ),Sweden,Fossil Fuels Companies
EnQuest PLC (ENQ),United Kingdom,Fossil Fuels Companies
EnQuest PLC (ENQUF),United States,Fossil Fuels Companies
ENSCO PLC (E65A),Germany,Fossil Fuels Companies
ENSCO PLC (ESV),United States,Fossil Fuels Companies
Enservco Corp. (ENSV),United States,Fossil Fuels Companies
Ensign Energy Services Inc. (ESVIF),United States,Fossil Fuels Companies
Ensign Energy Services Inc. (ESI),Canada,Fossil Fuels Companies
Entek Energy Ltd. (ETE),Australia,Fossil Fuels Companies
Enteq Upstream PLC (NTQ),United Kingdom,Fossil Fuels Companies
Enterprise Products Partners L.P. (EPD),United States,Fossil Fuels Companies
Enterprise Products Partners L.P. (EPD),Germany,Fossil Fuels Companies
EOG Resources Inc. (EOG),United States,Fossil Fuels Companies
EOG Resources Inc. (EO5),Germany,Fossil Fuels Companies
Eos Petro Inc. (EOPT),United States,Fossil Fuels Companies
EP Energy Corp. Cl A (EPE),United States,Fossil Fuels Companies
EPI (Holdings) Ltd. (0689),Hong Kong,Fossil Fuels Companies
Epsilon Energy Ltd. (EPSEF),United States,Fossil Fuels Companies
Epsilon Energy Ltd. (EPS),Canada,Fossil Fuels Companies
EQT Corp. (EQ6),Germany,Fossil Fuels Companies
EQT Corp. (EQT),United States,Fossil Fuels Companies
EQT GP Holdings LP (EQGP),United States,Fossil Fuels Companies
EQT Midstream Partners LP (EQM),United States,Fossil Fuels Companies
EQT Midstream Partners LP (EQT),Germany,Fossil Fuels Companies
Equital Ltd. (EQTL),Israel,Fossil Fuels Companies
ERG S.p.A. (ER9),Germany,Fossil Fuels Companies
ERG S.p.A. (ERG),Italy,Fossil Fuels Companies
ERHC Energy Inc. (ERHE),United States,Fossil Fuels Companies
Erin Energy Corp. (ERN),United States,Fossil Fuels Companies
Escalera Resources Co. (ESCRQ),United States,Fossil Fuels Companies
Escalera Resources Co. Series A Cum. Pfd. (ESCSQ),United States,Fossil Fuels Companies
Esrey Energy Ltd. (EEL),Canada,Fossil Fuels Companies
Essential Energy Services Ltd. (ESN),Canada,Fossil Fuels Companies
Essential Energy Services Ltd. (EEYUF),United States,Fossil Fuels Companies
Essential Energy Services Ltd. (07E),Germany,Fossil Fuels Companies
Esso (Thailand) PCL (ESSO),Thailand,Fossil Fuels Companies
Esso (Thailand) PCL Fgn (JAV),Germany,Fossil Fuels Companies
Esso (Thailand) PCL NVDR (ESSO-R),Thailand,Fossil Fuels Companies
Esso-SAF (EH8),Germany,Fossil Fuels Companies
Esso-SAF (ES),France,Fossil Fuels Companies
Estrella International Energy Services Ltd. (EEN),Canada,Fossil Fuels Companies
Etablissements Maurel et Prom S.A. (MAU),France,Fossil Fuels Companies
Eurasia Energy Ltd. (EUENF),United States,Fossil Fuels Companies
Europa Oil & Gas (Holdings) PLC (EOG),United Kingdom,Fossil Fuels Companies
EV Energy Partners L.P. (EVEP),United States,Fossil Fuels Companies
Evolution Petroleum Corp. (EP7),Germany,Fossil Fuels Companies
Evolution Petroleum Corp. (EPM),United States,Fossil Fuels Companies
Evolution Petroleum Corp. 8.5% Cum. Pfd. Series A (EPM.PA),United States,Fossil Fuels Companies
EXCO Resources Inc. (EXR1),Germany,Fossil Fuels Companies
EXCO Resources Inc. (XCO),United States,Fossil Fuels Companies
Exillon Energy PLC (EXI),United Kingdom,Fossil Fuels Companies
Exillon Energy PLC (EXL),Poland,Fossil Fuels Companies
Exterran Corp. (EXTN),United States,Fossil Fuels Companies
Extraction Oil & Gas Inc. (XOG),United States,Fossil Fuels Companies
Extraction Oil & Gas Inc. (EH4),Germany,Fossil Fuels Companies
Exxon Mobil Corp. (XOM),United States,Fossil Fuels Companies
Exxon Mobil Corp. (XOM),Mexico,Fossil Fuels Companies
Exxon Mobil Corp. (XONA),United States,Fossil Fuels Companies
Exxon Mobil Corp. BDR (EXXO34),Brazil,Fossil Fuels Companies
Exxon Mobil Corp. CEDEAR (XOM),Argentina,Fossil Fuels Companies
Ezra Holdings Ltd. (5DN),Singapore,Fossil Fuels Companies
Ezra Holdings Ltd. (EZRHF),United States,Fossil Fuels Companies
Fairmount Santrol Holdings Inc. (FMSA),United States,Fossil Fuels Companies
Fairmount Santrol Holdings Inc. (FM1),Germany,Fossil Fuels Companies
FairWind Energy Inc. (FWDR),United States,Fossil Fuels Companies
Falcon Energy Group Ltd. (5FL),Singapore,Fossil Fuels Companies
Falcon Oil & Gas Ltd. (FAC),Germany,Fossil Fuels Companies
Falcon Oil & Gas Ltd. (FO),Canada,Fossil Fuels Companies
Falcon Oil & Gas Ltd. (FOLGF),United States,Fossil Fuels Companies
Falcon Oil & Gas Ltd. (FOG),United Kingdom,Fossil Fuels Companies
Falconridge Oil Technologies Corp. (FROT),United States,Fossil Fuels Companies
Famur S.A. (FMF),Poland,Fossil Fuels Companies
Far East Energy Corp. (FEECQ),United States,Fossil Fuels Companies
FAR Ltd. (FA6),Germany,Fossil Fuels Companies
FAR Ltd. (FAR),Australia,Fossil Fuels Companies
Faroe Petroleum PLC (FPM),United Kingdom,Fossil Fuels Companies
FEC Resources Inc. (FECOF),United States,Fossil Fuels Companies
Federal International (2000) Ltd. (BDU),Singapore,Fossil Fuels Companies
Fidelis Energy Inc. (FDEI),United States,Fossil Fuels Companies
FieldPoint Petroleum Corp. (FPP),United States,Fossil Fuels Companies
Flotek Industries Inc. (FTK),United States,Fossil Fuels Companies
Fluxys Belgium S.A. (FLUX),Belgium,Fossil Fuels Companies
FMC Technologies Inc. (FMH),Germany,Fossil Fuels Companies
FMC Technologies Inc. (FTI),United States,Fossil Fuels Companies
Forbes Energy Services Ltd. (FES),United States,Fossil Fuels Companies
Forent Energy Ltd. (FEN),Canada,Fossil Fuels Companies
Formosa Petrochemical Corp. (6505),Taiwan,Fossil Fuels Companies
Forum Energy Technologies Inc. (FET),United States,Fossil Fuels Companies
Forum Energy Technologies Inc. (1FE),Germany,Fossil Fuels Companies
Forum Pacific Inc. (FPI),Philippines,Fossil Fuels Companies
Frank's International N.V. (FI),United States,Fossil Fuels Companies
Fred. Olsen Energy ASA (FOE),Norway,Fossil Fuels Companies
Fred. Olsen Energy ASA (FOEAF),United States,Fossil Fuels Companies
Fred. Olsen Energy ASA (FOH),United States,Fossil Fuels Companies
Fred. Olsen Energy ASA (63628),Sweden,Fossil Fuels Companies
Freehold Royalties Ltd. (FRU),Canada,Fossil Fuels Companies
Freehold Royalties Ltd. (FRHLF),United States,Fossil Fuels Companies
Freehold Royalties Ltd. (1FH),Germany,Fossil Fuels Companies
Front Range Resources Ltd. (FRK),Canada,Fossil Fuels Companies
Frontera Resources Corp. (FRR),United Kingdom,Fossil Fuels Companies
Frontier Energy Corp. (FRGY),United States,Fossil Fuels Companies
Fugro N.V. (FURGF),United States,Fossil Fuels Companies
Fugro N.V. (FUR),Netherlands,Fossil Fuels Companies
Fugro N.V. (0LNT),United Kingdom,Fossil Fuels Companies
Fuji Oil Co. Ltd. (5017),Japan,Fossil Fuels Companies
GAIL (India) Ltd. (532155),India,Fossil Fuels Companies
GAIL (India) Ltd. GDR (GQI),Germany,Fossil Fuels Companies
GAIL (India) Ltd. GDR (GAID),United Kingdom,Fossil Fuels Companies
Galileo Petroleum Ltd. (GPL),Canada,Fossil Fuels Companies
Galp Energia SGPS S/A (GZ5),Germany,Fossil Fuels Companies
Galp Energia SGPS S/A (GALP),Portugal,Fossil Fuels Companies
Galp Energia SGPS S/A (GALPN),Mexico,Fossil Fuels Companies
Galp Energia SGPS S/A ADR (GLPEY),United States,Fossil Fuels Companies
Gas Plus S.p.A. (T9O),Germany,Fossil Fuels Companies
Gas Plus S.p.A. (GSP),Italy,Fossil Fuels Companies
Gas2Grid Ltd. (GGX),Australia,Fossil Fuels Companies
GASE Energy Inc. (GASE),United States,Fossil Fuels Companies
365 Agile Group PLC (365),United Kingdom,Industrial Electronics Companies
3U Holding AG (UUU),United States,Industrial Electronics Companies
3W Power S.A. (3W9K),United States,Industrial Electronics Companies
7C Solarparken AG (HRPK),United States,Industrial Electronics Companies
A. Soriano Corp. (ANS),Philippines,Industrial Electronics Companies
AAC Technologies Holdings Inc. (2018),Hong Kong,Industrial Electronics Companies
AAC Technologies Holdings Inc. (A2XN),Germany,Industrial Electronics Companies
AAC Technologies Holdings Inc. (AACAF),United States,Industrial Electronics Companies
AAC Technologies Holdings Inc. ADR (AACAY),United States,Industrial Electronics Companies
Abco Electronics Co. Ltd. (036010),South Korea,Industrial Electronics Companies
AcBel Polytech Inc. (6282),Taiwan,Industrial Electronics Companies
Ace Pillar Co. Ltd. (8374),Taiwan,Industrial Electronics Companies
ACL Cables PLC (ACLN),Sri Lanka,Industrial Electronics Companies
Acme Holdings Bhd (ACME),Malaysia,Industrial Electronics Companies
Active Energy Group PLC (AEG),United Kingdom,Industrial Electronics Companies
Active Power Inc. (AC3A),Germany,Industrial Electronics Companies
Active Power Inc. (ACPW),United States,Industrial Electronics Companies
Adani Transmission Ltd. (539254),India,Industrial Electronics Companies
ADC India Communications Ltd. (523411),India,Industrial Electronics Companies
Addtech AB Series B (ADDTB),Sweden,Industrial Electronics Companies
Advanced Integrated Manufacturing Corp. Ltd. (AXH),Singapore,Industrial Electronics Companies
AE Multi Holdings Bhd (AEM),Malaysia,Industrial Electronics Companies
Afcon Holdings Ltd. (AFHL),Israel,Industrial Electronics Companies
AgriSolar Solutions Inc. (AGSO),United States,Industrial Electronics Companies
Ahoku Electronic Co. (3002),Taiwan,Industrial Electronics Companies
Aimhigh Global Corp. (043580),South Korea,Industrial Electronics Companies
Airex Inc. (6944),Japan,Industrial Electronics Companies
Alcadon Group AB (ALCA),Sweden,Industrial Electronics Companies
Alfa Transformers Ltd. (517546),India,Industrial Electronics Companies
Allied Electronics Corp. Ltd. A (AEL),South Africa,Industrial Electronics Companies
Allied Electronics Corp. Ltd. Pfd. (AEN),South Africa,Industrial Electronics Companies
Allis Electric Co. Ltd. (1514),Taiwan,Industrial Electronics Companies
Alpha Technologies Group Inc. (AHAG),United States,Industrial Electronics Companies
alpha-En Corp. (ALPE),United States,Industrial Electronics Companies
Alpine Group Inc. (APNI),United States,Industrial Electronics Companies
Alps Electric Co. Ltd. (ALE),Germany,Industrial Electronics Companies
Alps Electric Co. Ltd. (6770),Japan,Industrial Electronics Companies
Alps Electric Co. Ltd. (APELF),United States,Industrial Electronics Companies
Alps Electric Co. Ltd. ADR (APELY),United States,Industrial Electronics Companies
Altair Nanotechnologies Inc. (ALTI),United States,Industrial Electronics Companies
Alterrus Systems Inc. (ASIUQ),United States,Industrial Electronics Companies
Amara Raja Batteries Ltd. (500008),India,Industrial Electronics Companies
American Electric Technologies Inc. (QAT1),Germany,Industrial Electronics Companies
American Electric Technologies Inc. (AETI),United States,Industrial Electronics Companies
American Superconductor Corp. (AMSC),United States,Industrial Electronics Companies
American Superconductor Corp. (AMS1),Germany,Industrial Electronics Companies
Americas Wind Energy Corp. (AWNE),United States,Industrial Electronics Companies
Amotech Co. Ltd. (052710),South Korea,Industrial Electronics Companies
Amphenol Corp. Cl A (XPH),Germany,Industrial Electronics Companies
Amphenol Corp. Cl A (APH),United States,Industrial Electronics Companies
Amphenol Corp. Cl A (APH),Mexico,Industrial Electronics Companies
Ancora Indonesia Resources (OKAS),Indonesia,Industrial Electronics Companies
Andalay Solar Inc. (WEST),United States,Industrial Electronics Companies
Anhui Julong Transmission Technology Co. Ltd. A (300475),China,Industrial Electronics Companies
Anhui Xinlong Electrical Co. Ltd. (002298),China,Industrial Electronics Companies
Anixter International Inc. (AXE),United States,Industrial Electronics Companies
Anji Technology Co. Ltd. (6477),Taiwan,Industrial Electronics Companies
APAQ Technology Co. Ltd. (6449),Taiwan,Industrial Electronics Companies
Apar Industries Ltd. (532259),India,Industrial Electronics Companies
Apator S.A. (APT),Poland,Industrial Electronics Companies
APC Technology Group PLC (APC),United Kingdom,Industrial Electronics Companies
APCB Inc. (6108),Taiwan,Industrial Electronics Companies
APS Energia S.A. (APE),Poland,Industrial Electronics Companies
Arab Electrical Industries (AEIN),Jordan,Industrial Electronics Companies
ARB Holdings Ltd. (ARH),South Africa,Industrial Electronics Companies
Ariel Clean Energy Inc. (ACEZ),United States,Industrial Electronics Companies
Arima Optoelectronics Corp. (6289),Taiwan,Industrial Electronics Companies
Arista Power Inc. (ASPW),United States,Industrial Electronics Companies
Arrow Electronics Inc. (ARW),United States,Industrial Electronics Companies
Arrow Syndicate PCL (ARROW),Thailand,Industrial Electronics Companies
Arrow Syndicate PCL NVDR (ARROW-R),Thailand,Industrial Electronics Companies
Artech Power Products Ltd. (517481),India,Industrial Electronics Companies
Ascent Solar Technologies Inc. (ASTI),United States,Industrial Electronics Companies
Ascent Solar Technologies Inc. (A8M2),Germany,Industrial Electronics Companies
Asefa PCL (ASEFA),Thailand,Industrial Electronics Companies
Asefa PCL NVDR (ASEFA-R),Thailand,Industrial Electronics Companies
Asia Equity Exchange Group Inc. (AEEX),United States,Industrial Electronics Companies
Asia Pacific Wire & Cable Corp. (APWC),United States,Industrial Electronics Companies
Asia Vital Components Co. Ltd. (3017),Taiwan,Industrial Electronics Companies
Ask S.A. (ASK),France,Industrial Electronics Companies
Aspocomp Group Oyj (ACG1V),Finland,Industrial Electronics Companies
Asti Corp. (6899),Japan,Industrial Electronics Companies
AT&S Austria Technologie und Systemtechnik AG (AUS),United States,Industrial Electronics Companies
AT&S Austria Technologie und Systemtechnik AG (ATS),Austria,Industrial Electronics Companies
Atlas BX Co. Ltd. (023890),South Korea,Industrial Electronics Companies
Audix Corp. (2459),Taiwan,Industrial Electronics Companies
AUK Corp. (017900),South Korea,Industrial Electronics Companies
Aura Systems Inc. (AUSI),United States,Industrial Electronics Companies
Automobile & PCB Inc. (015260),South Korea,Industrial Electronics Companies
AVIC Jonhon Optronic Technology Co. Ltd. (002179),China,Industrial Electronics Companies
Avnet Inc. (VNI),Germany,Industrial Electronics Companies
Avnet Inc. (AVT),United States,Industrial Electronics Companies
AVX Corp. (AVX),United States,Industrial Electronics Companies
Axion Power International Inc. (2AT3),Germany,Industrial Electronics Companies
AZZ Inc. (AZZ),United States,Industrial Electronics Companies
AZZ Inc. (AI7),Germany,Industrial Electronics Companies
B.C. Power Controls Ltd. (537766),India,Industrial Electronics Companies
Bajaj Electricals Ltd. (500031),India,Industrial Electronics Companies
Baocheng Investment Co. Ltd. (600892),China,Industrial Electronics Companies
Baoding Tianwei Baodian Electric Co. Ltd. A (600550),China,Industrial Electronics Companies
Baosheng Science & Technology Innovation Co. Ltd. A (600973),China,Industrial Electronics Companies
BCC Fuba India Ltd. (517246),India,Industrial Electronics Companies
Beghelli S.p.A. (BE),Italy,Industrial Electronics Companies
Beijing Creative Distribution Automation Co. Ltd. (002350),China,Industrial Electronics Companies
BeiJing DaHao Technology Co. Ltd. (603025),China,Industrial Electronics Companies
Beijing Dynamic Power Co. Ltd. A (600405),China,Industrial Electronics Companies
Beijing Etrol Technologies Co. Ltd. A (300370),China,Industrial Electronics Companies
Beijing Jingyuntong Technology Co. Ltd. (601908),China,Industrial Electronics Companies
Beijing Sevenstar Electronics Co. Ltd. (002371),China,Industrial Electronics Companies
Beijing Sojo Electric Co. Ltd. A (300444),China,Industrial Electronics Companies
Beijing Zhong Ke San Huan High-Tech Co. Ltd. (000970),China,Industrial Electronics Companies
Bel Fuse Inc. Cl A (BELFA),United States,Industrial Electronics Companies
Bel Fuse Inc. Cl B (BELFB),United States,Industrial Electronics Companies
Belden Inc. (BDC),United States,Industrial Electronics Companies
Belden Inc. Dep. Pfd. (Rep. 1/100th Pfd. Series B) (BDC.PB),United States,Industrial Electronics Companies
Benchmark Electronics Inc. (BHE),United States,Industrial Electronics Companies
Berling S.A. (BRG),Poland,Industrial Electronics Companies
Bestec Power Electronics Co. Ltd. (3308),Taiwan,Industrial Electronics Companies
BGRIMM Technology Co. Ltd. A (600980),China,Industrial Electronics Companies
BH Co. Ltd. (090460),South Korea,Industrial Electronics Companies
BH Global Corp. Ltd. (BQN),Singapore,Industrial Electronics Companies
BH Global Corp. Ltd. TDR (911608),Taiwan,Industrial Electronics Companies
Bil Energy Systems Ltd. (533321),India,Industrial Electronics Companies
Bilpower Ltd. (EQBILPOWER),India,Industrial Electronics Companies
BioSolar Inc. (BSRC),United States,Industrial Electronics Companies
Birla Cable Ltd. (500060),India,Industrial Electronics Companies
Blackbird International Corp. (BBRD),United States,Industrial Electronics Companies
Blonder Tongue Laboratories Inc. (BDR),United States,Industrial Electronics Companies
Blue Solutions (BLUE),France,Industrial Electronics Companies
Bluglass Ltd. (BLG),Australia,Industrial Electronics Companies
Boer Power Holdings Ltd. (1685),Hong Kong,Industrial Electronics Companies
Bomin Electronics Co. Ltd. A (603936),China,Industrial Electronics Companies
Bosung Power Technology Co. Ltd. (006910),South Korea,Industrial Electronics Companies
Bright Led Electronics Corp. (3031),Taiwan,Industrial Electronics Companies
BrightKing Holdings Ltd. (6422),Taiwan,Industrial Electronics Companies
Broadex Technologies Co. Ltd. A (300548),China,Industrial Electronics Companies
Brook Crompton Holdings Ltd. (AWC),Singapore,Industrial Electronics Companies
BSL Corp. Bhd (BSLCORP),Malaysia,Industrial Electronics Companies
Bus Online Co. Ltd. A (002188),China,Industrial Electronics Companies
CAFCA Ltd. (CAC),South Africa,Industrial Electronics Companies
Cal-Comp Electronics (Thailand) PCL (CCET),Thailand,Industrial Electronics Companies
Cal-Comp Electronics (Thailand) PCL Fgn (CCDG),Germany,Industrial Electronics Companies
Cal-Comp Electronics (Thailand) PCL NVDR (CCET-R),Thailand,Industrial Electronics Companies
Cal-Comp Electronics (Thailand) PCL TDR (9105),Taiwan,Industrial Electronics Companies
Camel Group Co. Ltd. (601311),China,Industrial Electronics Companies
Canadian Solar Inc. (L5A),Germany,Industrial Electronics Companies
Canadian Solar Inc. (CSIQ),United States,Industrial Electronics Companies
Canare Electric Co. Ltd. (5819),Japan,Industrial Electronics Companies
Capstone Turbine Corp. (CPST),United States,Industrial Electronics Companies
Capstone Turbine Corp. (TBN1),Germany,Industrial Electronics Companies
Fagron N.V. (4A5),Germany,Medical Equipment/Supplies Companies
Fagron N.V. (FAGR),Belgium,Medical Equipment/Supplies Companies
Fisher & Paykel Healthcare Corp. Ltd. (FPH),New Zealand,Medical Equipment/Supplies Companies
Fisher & Paykel Healthcare Corp. Ltd. (FPH),Australia,Medical Equipment/Supplies Companies
Fluidigm Corp. (FLDM),United States,Medical Equipment/Supplies Companies
Fluidigm Corp. (FLB),Germany,Medical Equipment/Supplies Companies
Fonar Corp. (FONR),United States,Medical Equipment/Supplies Companies
For The Earth Corp. (FTEG),United States,Medical Equipment/Supplies Companies
Foundation Medicine Inc. (FMI),United States,Medical Equipment/Supplies Companies
Fuji Glass Co. Ltd. (5212),Japan,Medical Equipment/Supplies Companies
Fuji Latex Co. Ltd. (5199),Japan,Medical Equipment/Supplies Companies
Fukuda Denshi Co. Ltd. (6960),Japan,Medical Equipment/Supplies Companies
Generex Biotechnology Corp. (GB8),Germany,Medical Equipment/Supplies Companies
Generex Biotechnology Corp. (GNBT),United States,Medical Equipment/Supplies Companies
GenMark Diagnostics Inc. (GNMK),United States,Medical Equipment/Supplies Companies
GenMark Diagnostics Inc. (GNF),Germany,Medical Equipment/Supplies Companies
Geratherm Medical AG (GME),United States,Medical Equipment/Supplies Companies
Gerresheimer AG (GXI),United States,Medical Equipment/Supplies Companies
Getinge AB ADR (GNGBY),United States,Medical Equipment/Supplies Companies
Getinge AB Series B (GTN),Germany,Medical Equipment/Supplies Companies
Getinge AB Series B (GNGBF),United States,Medical Equipment/Supplies Companies
Getinge AB Series B (GETIB),Sweden,Medical Equipment/Supplies Companies
GI Dynamics Inc. (GIDYL),United States,Medical Equipment/Supplies Companies
GI Dynamics Inc. CDI (GID),Australia,Medical Equipment/Supplies Companies
GKB Ophthalmics Ltd. (533212),India,Medical Equipment/Supplies Companies
Glaukos Corp. (GKOS),United States,Medical Equipment/Supplies Companies
Glaukos Corp. (6GJ),Germany,Medical Equipment/Supplies Companies
Globus Medical Inc. (GMED),United States,Medical Equipment/Supplies Companies
Globus Medical Inc. (GM0N),Germany,Medical Equipment/Supplies Companies
GN Store Nord A/S (GN),Denmark,Medical Equipment/Supplies Companies
Golden Meditech Holdings Ltd. (910801),Taiwan,Medical Equipment/Supplies Companies
Golden Meditech Holdings Ltd. (0801),Hong Kong,Medical Equipment/Supplies Companies
Golden Meditech Holdings Ltd. (GMDTF),United States,Medical Equipment/Supplies Companies
Great Basin Scientific Inc. (1GBM),Germany,Medical Equipment/Supplies Companies
Great Basin Scientific Inc. (GBSN),United States,Medical Equipment/Supplies Companies
Green Cross Medical Science Corp. (142280),South Korea,Medical Equipment/Supplies Companies
